id,visitAreaNm,radNmAddr,visitAreaTypeCd,hashtags,time,contact,info,fare,description,imageUrl
CNTS_300000000015851,모비딕다이브,제주특별자치도 서귀포시 남성중로121번길 12,레저스포츠,#호기심자극 #모험심가득 #새로운경험 #심장두근두근 #흥미진진 #활기찬하루 #잊지못할순간 #도전정신 #색다른즐거움 #자유로움 #스릴만점 #생동감넘치는 #에너지충전 #활력충전 #경험의즐거움,"['평일: 09:00~17:00', '주말: 09:00~17:00']",(+82) 064-733-1038,,유료,"모비딕다이브는 아름다운 제주 바다의 매력을 한껏 느낄 수 있는 다이빙 스팟입니다. 초보자부터 전문가까지 모두를 위한 다양한 프로그램이 준비되어 있으며, 친절한 강사님들이 안전하게 안내해 드립니다. 맑고 청명한 바닷속에서 다채로운 해양 생물을 만날 수 있는 특별한 경험을 선사합니다. 바닷속 탐험 후에는 주변 카페와 레스토랑에서 제주 특산 음식을 즐기며 여유로운 시간을 보내실 수 있습니다. 제주 여행 중 잊지 못할 추억을 만들고 싶다면, 모비딕다이브가 최적의 선택이 될 것입니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/18/8a541f3f-3712-45fb-81d7-af7039ba5e62.jpg
CNTS_300000000015852,목장카페 밭디,제주특별자치도 서귀포시 표선면 번영로 2486,자연관광지,#자연속의여유 #평화로운풍경 #힐링여행 #자연과하나됨 #목가적인분위기 #느긋한시간 #조용한행복 #푸른목장 #싱그러운기운 #자연의소리 #순수한기쁨 #자연의숨결 #고요한아침 #자연의품 #힐링스팟,"['평일: 09:00~18:00', '주말: 09:00~18:00']",(+82) 010-6224-1363,,유료,"목장카페 밭디는 자연과 조화롭게 어우러진 목가적인 풍경 속에서 여유를 만끽할 수 있는 장소입니다. 이곳에서는 넓게 펼쳐진 초원과 푸른 하늘을 배경으로, 신선한 공기를 마시며 차 한 잔의 여유를 즐기실 수 있습니다. 카페 내부는 따뜻하고 아늑한 분위기로 꾸며져 있어 편안한 휴식을 취하기에 안성맞춤입니다. 또한, 다양한 동물들과의 교감도 가능하여 가족 단위 여행객에게도 큰 인기를 끌고 있습니다. 일상의 번잡함에서 벗어나 자연 속에서 힐링을 원하신다면, 목장카페 밭디를 추천드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/18/afae9e57-91ce-4c4c-8a82-e5dfab8f7ae5.jpg
CNTS_300000000012715,몽story,제주특별자치도 제주시 애월읍 하귀9길 34,자연관광지,#평온한하루 #감성폭발 #휴식의시간 #자유로운기분 #여유로운순간 #생각에잠기다 #힐링의공간 #마음의안식처 #맑은공기 #자연속에서 #행복한기억 #감각의향연 #신선한경험 #마음의여행 #감동의순간,"['평일: 10:00~19:00', '주말: 10:00~19:00']",(+82) 0507-1483-9982,"공용주차장,화장실,무료 WIFI,유도 및 안내시설",,"'몽story'는 제주도의 독특한 매력을 가득 담은 아늑한 공간입니다. 이곳에서 제공하는 다양한 음료와 디저트는 여행의 피로를 풀어주며 즐거움을 더해줍니다. 주변의 아름다운 자연 경관과 어우러진 몽story는 여유로운 시간을 보내기 좋은 장소로, 특히 창밖으로 보이는 멋진 풍경은 일상의 스트레스를 잊게 해줍니다. 실내 인테리어 또한 감각적으로 꾸며져 있어 사진 찍기에도 안성맞춤입니다. 제주 여행 중에 꼭 한 번 들러보시길 추천드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/23/5ee3332e-148e-4f67-a2cb-de6754bd32b2.JPG
CNTS_300000000012716,몽몽까까,제주특별자치도 제주시 도남로 189,테마파크,#따뜻한환영 #정겨운분위기 #맛있는기억 #편안한쉼터 #아기자기한행복 #정성가득 #사랑스러운공간 #포근한감정 #감미로운순간 #소박한행복 #기분좋은여행 #마음의여유 #예쁜추억 #아늑한시간 #행복한미소,"['평일: 00:00~00:00', '주말: 00:00~00:00']",(+82) 0507-1428-5582,"공용주차장,유도 및 안내시설",,"안녕하세요! 제주시에서 특별한 시간을 보내고 싶으시다면 '몽몽까까'를 추천드려요. 이곳은 아기자기한 분위기와 맛있는 디저트로 유명한 카페입니다. 신선한 재료로 만든 다양한 디저트와 음료가 준비되어 있어 입맛을 사로잡을 거예요. 특히, 몽몽까까의 시그니처 메뉴는 꼭 맛보셔야 할 정도로 인기가 많답니다. 친구, 가족, 연인과 함께 방문하셔서 달콤한 시간을 보내세요. 아늑한 분위기에서 여유로운 시간을 보낼 수 있어 여행의 피로를 풀기에 더없이 좋은 장소랍니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/23/71a53e27-ba80-4bc3-b42d-4a1c2d9b286c.jpg
CNTS_000000000020923,무릉도원마을,제주특별자치도 서귀포시 대정읍 중산간서로 2868,자연관광지,#평화와자연의조화 #마음의안식처 #자연속에서의휴식 #고요한힐링 #자연속여유 #평온한풍경 #자연과하나되기 #자연의숨결 #자연의조화 #소박한아름다움 #자연과교감 #자연속여행 #청정자연 #자연속에서의자유 #자연속의치유,,(+82) 064-792-7966,공용주차장,,"무릉도원마을은 자연의 아름다움과 평화로움을 만끽할 수 있는 곳입니다. 이곳에서는 맑은 공기와 푸른 산들, 그리고 아름다운 꽃들이 어우러져 진정한 쉼을 제공합니다. 마을 곳곳에는 전통적인 제주도 가옥과 정원이 자리잡고 있어, 제주도의 정취를 느낄 수 있습니다. 또한, 다양한 체험 프로그램이 마련되어 있어 가족 단위 여행객들에게도 안성맞춤입니다. 자연과 문화가 조화롭게 어우러진 무릉도원마을에서 힐링의 시간을 가져보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/dc92ea51-7dc7-4132-b1d4-523fbaa8cfbb.jpg
CNTS_200000000010375,무릉자전거도로,,자연관광지,#자연의아름다움 #풍경에취해 #편안한여유 #맑은공기 #도심속쉼터 #자전거여행 #초록의힐링 #자연속힐링 #기분좋은바람 #자연과조화 #마음의안식처 #자연속평화 #경치좋은곳 #자연속여행 #느긋한시간,,,,,"무릉자전거도로는 자연과 역사의 조화를 즐길 수 있는 특별한 장소입니다. 자전거를 타고 달리며 푸른 산과 맑은 강을 배경으로 한 아름다운 경치를 감상하실 수 있습니다. 길을 따라 펼쳐지는 다양한 명소와 휴식 공간에서 여유로운 시간을 보내며, 가족이나 친구와 함께 소중한 추억을 쌓으실 수 있습니다. 계절마다 다른 매력을 뽐내는 무릉자전거도로는 사계절 내내 방문객들에게 새로운 감동을 선사합니다. 자전거를 통한 힐링을 원하신다면 무릉자전거도로를 꼭 방문해보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202007/10/fa9fa11d-35e2-4cec-ab85-b6c25740c906.jpg
CNTS_200000000013591,무민랜드,제주특별자치도 서귀포시 안덕면 병악로 420,테마파크,#동화속세계 #상상력폭발 #어린이의꿈 #환상적인경험 #마법같은순간 #동심회복 #행복한시간 #추억만들기 #감성자극 #미소짓게하는 #따뜻한기억 #색다른경험 #동심으로돌아간 #흥미진진한모험 #환상의나라,"['평일: 10:00~19:00', '주말: 10:00~19:00']",(+82) 064-740-0420,,"유료,성인 15,000원 / 청소년 14,000원 / 어린이 12,000원 *36개월 미만 무료","무민랜드는 순수한 동심의 세계를 체험할 수 있는 독특한 테마파크입니다. 무민 캐릭터들을 중심으로 다양한 놀이시설과 전시관이 마련되어 있어 어린이와 어른 모두가 함께 즐길 수 있습니다. 걷거나 자전거를 타고 아름다운 자연경관을 누릴 수 있는 산책로도 준비되어 있으며, 다양한 체험 프로그램을 통해 무민의 세계를 직접 느껴보실 수 있습니다. 또한, 무민 기념품을 구매할 수 있는 상점과 맛있는 음식을 즐길 수 있는 레스토랑도 있어 하루 종일 머물며 행복한 시간을 보내실 수 있습니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202207/06/721c0312-723b-45ff-abd8-1efcf55d6dcf.jpg
CNTS_200000000012946,무비랜드왁스뮤지엄,제주특별자치도 서귀포시 중문관광로 205,"전시회, 박물관 등 문화시설",#흥미진진한순간 #시간가는줄모르는 #몰입감최고 #생생한경험 #호기심자극 #영화속으로 #다양한모험 #재미있는발견 #기발한아이디어 #현실탈출 #환상적인체험 #창의력자극 #기억에남는순간 #유쾌한경험 #눈이즐거운,"['평일: 10:00~18:00', '주말: 10:00~18:00']",(+82) 064-739-9063,"공용주차장,화장실,무료 WIFI,경보 및 피난시설","유료,","무비랜드왁스뮤지엄은 영화 속 유명 인물들과 가까이서 만날 수 있는 독특한 체험 공간입니다. 세계적인 스타들과 역사적 인물들이 정교하게 재현된 밀랍 인형들을 통해 생생한 만남의 즐거움을 느끼실 수 있습니다. 특히, 아이들과 함께라면 교육적인 가치와 재미를 동시에 누릴 수 있어 가족 여행에 안성맞춤입니다. 다양한 테마와 포토존이 준비되어 있어 소중한 추억을 남기기에 최적의 장소입니다. 많은 분들이 즐길 수 있는 액티비티와 전시가 마련되어 있으니, 꼭 방문해보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202203/23/e459e94e-ebba-4846-a3ad-5adbe996b3dc.jpg
CONT_000000000500196,무수천,제주특별자치도 제주시 애월읍 무수천길,자연관광지,#평온한자연 #마음의여유 #청정한공기 #자연속으로 #마음의안식 #휴식의공간 #자연과함께 #심신의치유 #맑은하늘 #청량한기운 #고요한시간 #자연의소리 #자연의품속 #힐링명소 #순수한기쁨,,,,,"무수천은 자연의 아름다움과 평온함을 동시에 느낄 수 있는 특별한 장소입니다. 맑고 깨끗한 물과 주변의 녹음이 어우러져 한폭의 그림 같은 풍경을 선사합니다. 이곳에서는 여유롭게 산책하거나 물가에 앉아 자연의 소리를 즐길 수 있습니다. 특히 일몰 시간에는 하늘과 물이 황홀한 색채로 물들어, 그 아름다움에 감탄하게 됩니다. 도시의 번잡함을 벗어나 자연 속에서 휴식을 취하고 싶으신 분들께 무수천은 최고의 선택이 될 것입니다. 방문하셔서 마음의 평온을 찾아보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fe9860e0-fc67-41ec-ab0f-4375e76630fe.jpg
CNTS_300000000012948,무지개요트,제주특별자치도 제주시 도두항길 28-8 (도두일동) 도두항길 28-8,레저스포츠,#환상적인바다풍경 #열정적인모험 #마법같은순간 #아드레날린분출 #독특한경험 #로맨틱한여정 #감동적인경험 #상쾌한바람 #화려한빛깔 #바다와함께 #익사이팅한추억 #즐거운모험 #자연속의여유 #바다의매력 #다채로운경험,"['평일: 09:00~20:00', '주말: 09:00~20:00']",(+82) 064-745-1324,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설","유료,40000원","무지개요트는 제주도의 푸른 바다를 한눈에 담을 수 있는 멋진 여행지입니다. 이곳에서는 다양한 요트 체험 프로그램을 통해 제주의 아름다운 해안을 가까이에서 즐기실 수 있습니다. 전문가의 안내와 함께 요트를 타고 떠나는 항해는 여행의 특별한 추억을 만들어 드립니다. 일출과 일몰 시간에 맞춰 진행되는 요트 투어는 특히 인기가 많아, 잊지 못할 감동을 선사합니다. 무지개요트에서 제주 바다의 매력을 만끽하며 여유로운 시간을 보내보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202402/01/a558f064-c319-442c-a0f4-fa485250217f.jpg
CNTS_000000000019114,묵리마을,제주특별자치도 제주시 추자면 묵리,자연관광지,#평온한여유 #고요한마을 #자연속힐링 #순수한기쁨 #신비로운경험 #마음의안식처 #청정한자연 #따뜻한환영 #소박한삶 #따뜻한햇살 #자연과하나됨 #평화로운순간 #맑은공기 #자연의소리 #고즈넉한풍경,,,,,"묵리마을은 전통과 자연이 어우러진 평화로운 곳입니다. 이곳에서는 맑은 바다와 푸른 산, 그리고 소담스러운 시골 풍경을 한눈에 담을 수 있습니다. 마을 곳곳에는 옛 정취를 간직한 돌담길과 아기자기한 한옥들이 자리하고 있어, 산책을 즐기기에 최적의 장소입니다. 또한, 신선한 해산물과 지역 특산물을 맛볼 수 있는 작은 음식점들도 많아 미식가들의 발길을 사로잡습니다. 편안한 휴식과 소소한 행복을 찾으신다면, 묵리마을에서 잊지 못할 추억을 만들어보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f1bea604-e4c7-44be-a9fb-88c713ecf47e.jpg
CNTS_000000000019091,묵리처녀당,제주특별자치도 제주시 추자면 묵리 229-1,역사유적지,#신비로운경험 #역사속으로 #고요한순간 #문화의향기 #전통의숨결 #마음의안식처 #고즈넉한분위기 #평화로운여행 #고전의매력 #상상력자극 #추억의장소 #정겨운기운 #옛날의정취 #감성적인여행 #잔잔한행복,,,,,"묵리처녀당은 신비로운 매력을 지닌 전통 민속 신앙의 성지입니다. 이곳은 제주 지역의 독특한 역사와 문화를 느낄 수 있는 특별한 장소로, 오랜 세월 동안 많은 사람들의 기원을 받아온 신성한 곳입니다. 처녀당의 아름다운 자연 경관과 함께, 고즈넉한 분위기 속에서 마음의 평온을 찾을 수 있습니다. 또한, 제주 지역의 전통 문화를 깊이 이해할 수 있는 기회도 제공해드립니다. 방문객들께서는 조용히 마음을 가다듬고, 이곳에서 소중한 추억을 만들어보시길 바랍니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f7e01fce-a572-4adb-852c-a3d716866b5d.jpg
CNTS_000000000019090,묵리해안쉼터,제주특별자치도 제주시 추자면 추자로 376-6,자연관광지,#평온한바다 #자연의품 #고요한시간 #마음의안식 #해변산책 #자연속쉼터 #청량한바람 #맑은하늘 #눈부신풍경 #자연의예술 #힐링여행 #신선한공기 #조용한휴양지 #맑은바다 #휴식의시간,,,,,"묵리해안쉼터는 청정한 자연과 평화로운 분위기를 만끽할 수 있는 특별한 장소입니다. 맑고 푸른 바다를 바라보며 산책을 즐기거나, 해안가에서 시간을 보내며 일상의 스트레스를 잊어보세요. 쉼터 주변에는 다양한 해양 생태계를 관찰할 수 있는 기회도 많아 자연의 아름다움을 마음껏 느끼실 수 있습니다. 또한, 고즈넉한 분위기 속에서 여유롭게 독서를 하거나 가족, 친구들과 함께 피크닉을 즐기기에 안성맞춤입니다. 묵리해안쉼터에서 특별한 추억을 만들어보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2528ae0a-aea9-40ab-8716-5e5cfff1549f.jpg
CNTS_000000000019112,묵리해안포구,제주특별자치도 제주시 추자면 추자로 365-1,자연관광지,#바다의향기 #고요한풍경 #자연과함께 #평화로운순간 #순수한자연 #마음의안식 #힐링스팟 #잔잔한물결 #고즈넉한분위기 #자연속쉼터 #깨끗한공기 #여유로운시간 #자연의소리 #차분한여행 #아름다운해안,,,,,"묵리해안포구는 바다의 아름다움과 평온함을 동시에 느낄 수 있는 곳입니다. 맑고 푸른 바다와 함께 어우러진 자연 경관은 마치 한 폭의 그림과 같습니다. 이곳에서는 낚시를 즐기거나 산책을 하며 여유로운 시간을 보낼 수 있습니다. 또한, 해안가를 따라 펼쳐진 작은 어촌 마을의 모습은 고즈넉한 매력을 더해줍니다. 방문하시면 일상의 소란스러움에서 벗어나 자연과 하나 되는 특별한 경험을 하실 수 있을 것입니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/57f635c5-4e7f-45cf-96d8-b6ecf8aeb6ae.jpg
CNTS_000000000022941,문서프,제주특별자치도 제주시 애월읍 곽지7길 1,자연관광지,#평온한여유 #숨겨진보석 #감각적인경험 #자연속힐링 #창의적인영감 #독특한매력 #문학적인분위기 #일상의탈출 #느긋한오후 #감성적인순간 #잔잔한행복 #세련된감각 #내면의평화 #아늑한시간 #감동적인풍경,"['평일: 09:00~22:00', '주말: 09:00~22:00']",(+82) 010-4757-3364,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점",,"문서프는 아름다운 자연과 평온함이 어우러진 특별한 장소입니다. 이곳에서는 푸른 바다와 싱그러운 자연을 한눈에 감상하실 수 있으며, 고요한 분위기 속에서 여유로운 시간을 보내실 수 있습니다. 카페 내부는 아늑하고 세련된 인테리어로 꾸며져 있어 휴식을 취하기에 적합합니다. 또한, 현지에서 직접 만든 맛있는 음료와 디저트를 즐기실 수 있어, 여행의 피로를 풀기에 안성맞춤입니다. 문서프에서 제주도의 특별한 매력을 만끽하시길 바랍니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201805/23/48094b15-c1e2-418a-b9af-4fac4f5b696b.jpg
CNTS_000000000022647,문쏘,제주특별자치도 제주시 한림읍 한림상로 15-5,테마파크,#고요한여유 #특별한경험 #풍요로운맛 #정겨운분위기 #감성맛집 #여유로운시간 #따뜻한환대 #소박한행복 #잔잔한감동 #친근한분위기 #기분좋은추억 #감동적인순간 #편안한휴식 #소소한행복 #마음의쉼터,"['평일: 10:30~20:20', '주말: 10:30~20:20']",(+82) 010-3318-0579,,,"'문쏘'는 제주도의 독특한 매력을 만끽할 수 있는 특별한 장소입니다. 이곳에서는 현지 재료를 활용한 다채로운 음식을 맛볼 수 있으며, 제주도만의 풍경을 감상하며 여유로운 시간을 보낼 수 있습니다. 따뜻한 분위기와 친절한 서비스는 여행의 피로를 잊게 해줄 것입니다. 아름다운 자연과 함께하는 '문쏘'에서 특별한 추억을 만들어보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202409/23/5e52737a-b630-4f3c-8fe3-6d4cf128182f.JPG
CNTS_200000000007342,문화공간 양,제주특별자치도 제주시 거로남6길 13,"전시회, 박물관 등 문화시설",#창의적인영감 #예술의향기 #문화의숨결 #감성적인공간 #고요한사색 #평온한시간 #감동적인예술 #마음의여유 #아름다운기억 #문화탐방 #따뜻한환대 #예술적체험 #워라밸충전 #감성충만 #다양한문화를만나다,"['평일: 12:00~18:00', '주말: 12:00~18:00']",(+82) 064-755-2018,,무료,"'문화공간 양'은 제주에서 특별한 예술적 체험을 제공합니다. 이곳은 전시회, 공연, 워크숍 등 다양한 문화 행사가 열리는 다목적 공간으로, 방문객들에게 풍부한 예술적 영감을 선사합니다. 예술가들의 작품을 가까이서 감상할 수 있으며, 직접 참여할 수 있는 프로그램도 준비되어 있어 더욱 뜻깊은 시간을 보낼 수 있습니다. 제주에서의 평범한 일상에서 벗어나, '문화공간 양'에서 새로운 예술적 경험을 누려보세요. 창의적이고 신선한 에너지를 가득 채워 돌아가실 수 있을 것입니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201808/08/5ce4bbde-c120-4549-bb13-0c7431c2d6a1.JPG
CNTS_200000000007310,문화빳데리 충전소,제주특별자치도 서귀포시 중정로 76,"전시회, 박물관 등 문화시설",#독특한매력 #창의적인영감 #예술가의꿈 #감성적인공간 #문화적체험 #영혼의충전 #자유로운분위기 #신선한경험 #미적감각 #영감의원천 #색다른매력 #마음의여유 #창조적에너지 #감각적인순간 #문화적영감,,(+82) 064-738-5855,,유료,"'문화빳데리 충전소'는 창의적인 예술과 문화 활동이 가득한 공간입니다. 이곳에서는 다양한 전시회와 공연, 워크숍 등이 열려 방문객들에게 풍부한 경험을 제공합니다. 예술가들의 열정과 감성을 느낄 수 있는 작품들이 전시되어 있어, 감동과 영감을 받을 수 있습니다. 또한, 편안한 분위기의 카페와 독특한 소품들이 가득한 상점도 있어 여유로운 시간을 보낼 수 있습니다. 방문하시면 일상에서 벗어나 새로운 창의적 에너지를 충전하실 수 있을 것입니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/30/63111f66-63a9-487c-a553-b19b996de599.JPG
CONT_000000000500201,물메,제주특별자치도 제주시 애월읍 수산리 산 1-1,자연관광지,#평온한순간 #자연속에서 #마음의안식처 #고즈넉한분위기 #힐링여행 #자연과함께 #편안한쉼터 #조용한시간 #자연의소리 #감성충만 #여유로운시간 #청정자연 #조화로운풍경 #느긋한여행 #자연과의교감,,,화장실,,"'물메'는 자연의 아름다움과 고요함을 동시에 느낄 수 있는 독특한 여행지입니다. 이곳은 제주도의 풍성한 자연경관 속에서 힐링과 여유를 즐길 수 있는 완벽한 장소입니다. 맑은 공기와 푸른 숲, 그리고 청정한 물이 어우러져 있어 도심의 번잡함을 잠시 잊고 자연과 하나 되는 시간을 보낼 수 있습니다. 또한, 다양한 산책로와 휴게 공간이 마련되어 있어 가족, 친구, 연인과 함께 느긋한 시간을 보내기에도 좋습니다. 물메에서의 시간을 통해 제주도의 참된 매력을 만끽해보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ad849ad6-2d83-42dc-bda1-709945656b9f.jpg
CNTS_200000000010335,물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51,자연관광지,#자연의선율 #마음의안식처 #힐링여행 #평화로운순간 #맑은공기 #새소리와함께 #자연속휴식 #자연치유 #여유로운시간 #힐링스팟 #자연과하나되다 #푸른풍경 #마음의여유 #조용한힐링 #자연의아름다움,"['평일: 09:30~13:00', '주말: 09:30~13:00']","(+82) 010-7236-0227, 010-8703-2478",,"유료,1인 6만 5천원","물뫼힐링팜은 제주에서 자연의 아름다움과 평온함을 동시에 느낄 수 있는 특별한 장소입니다. 이곳에서는 다양한 허브와 꽃들이 어우러진 정원을 산책하며 일상 속 스트레스를 해소할 수 있습니다. 또한, 힐링 프로그램과 체험 활동을 통해 몸과 마음을 재충전할 수 있는 기회도 제공됩니다. 휴식과 힐링이 필요한 분들께 물뫼힐링팜은 최적의 여행지로 추천드립니다. 자연과 함께하는 이곳에서 잊지 못할 소중한 추억을 만들어보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/8e619a8e-f05e-4bd4-a02e-7a1fa4b78cf0.jpg
CNTS_300000000016093,미띠뽀,제주특별자치도 서귀포시 신서귀로 3,테마파크,#감성적인 #이국적인분위기 #낭만적인 #편안한 #아늑한 #따뜻한 #고요한 #풍요로운 #매혹적인 #즐거운맛 #특별한경험 #소중한시간 #여유로운 #신비로운 #새로운발견,"['평일: 11:00~17:00', '주말: 11:00~17:00']",(+82) 010-8021-0930,,"유료,올인원 취미 클래스 4회 과정 20만원 ㅣ 올인원 취미 클래스 7회 과정 34만원 ㅣ L'odeur LAB 협회 퍼퓸디자이너 마스터 클래스 조향사 자격증반 178만원 등","미띠뽀는 제주도의 자연과 조화를 이루는 아늑한 공간입니다. 이곳은 바다와 산이 한 눈에 들어오는 멋진 전망을 자랑하며, 방문객들에게 편안한 휴식과 특별한 경험을 선사합니다. 내부는 현대적이면서도 따뜻한 분위기로 꾸며져 있어, 여유로운 시간을 보내기에 안성맞춤입니다. 다양한 메뉴와 함께 신선한 제주 재료를 사용한 요리를 즐길 수 있어 미식가들의 발길을 끕니다. 자연 속에서 힐링과 미식을 동시에 누릴 수 있는 미띠뽀에서 특별한 추억을 만들어보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/26/718e1bb8-e55a-450f-ab90-fb6cc639fddb.jpg
CNTS_200000000012570,미스틱3도,제주특별자치도 제주시 1100로 2894-49 1층,테마파크,#신비로운경험 #감각적인공간 #마음의여유 #조용한행복 #감성여행 #독특한분위기 #매혹적인순간 #내면의평화 #마음의쉼터 #차분한시간 #여유로운휴식 #아늑한기운 #감성충전 #편안한분위기 #힐링스팟,"['평일: 08:30~19:00', '주말: 08:30~19:00']",(+82) 0507-1312-2905,"공용주차장,화장실,무료 WIFI",,"미스틱3도는 제주도에서 특별한 경험을 하실 수 있는 독특한 공간입니다. 이곳은 바다와 자연의 아름다움을 한눈에 담을 수 있는 멋진 뷰를 자랑합니다. 내부는 아늑하고 세련된 인테리어로 꾸며져 있어 편안한 시간을 보낼 수 있습니다. 특별한 음료와 디저트를 즐기며 여유로운 시간을 보내기에 안성맞춤입니다. 또한, 친절한 직원들이 제공하는 따뜻한 서비스는 여행의 즐거움을 더해줍니다. 제주 여행 중에 잊지 못할 추억을 만들 수 있는 장소로 강력히 추천드립니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/30/154ff21c-3d8b-404f-b679-62efd7b6523f.jpg
CNTS_200000000008628,미야즈클로젯,제주특별자치도 제주시 용마로4길 15,테마파크,#감각적인경험 #패션의향연 #독특한매력 #트렌디한스타일 #아름다운발견 #디자인의정수 #감성적인순간 #스타일리시한여정 #개성있는취향 #쇼핑의즐거움 #패션홀릭 #특별한추억 #우아한시간 #유니크한경험 #매혹적인패션,"['평일: 10:00~19:00', '주말: 10:00~19:00']",(+82) 064-713-2025,,,"미야즈클로젯은 취향을 담은 감각적인 패션 아이템들을 만나볼 수 있는 특별한 공간입니다. 다양한 스타일의 옷과 액세서리로 여러분의 개성을 더욱 돋보이게 할 수 있습니다. 이곳은 세심하게 선정된 품목들로 채워져 있어, 쇼핑하는 순간마다 새로운 발견의 즐거움을 선사합니다. 또한, 친절한 직원들이 여러분의 쇼핑 경험을 더욱 풍요롭게 만들어드립니다. 제주 여행 중 일상에서 벗어나 자신만의 스타일을 찾고 싶은 분께 강력히 추천드립니다. 미야즈클로젯에서 특별한 패션 경험을 즐겨보세요.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201904/26/33987430-5a0d-4e1a-b87d-b1fb463ec44e.JPG
CNTS_200000000007492,미요캔들,제주특별자치도 제주시 구남로4길 8-1,테마파크,#잔잔한기쁨 #따뜻한분위기 #마음의안식 #향기로운순간 #감성충전 #평온한시간 #소소한행복 #창의적인영감 #감동적인경험 #힐링타임 #아늑한공간 #예술적인감각 #특별한순간 #정겨운분위기 #행복한휴식,,(+82) 064-752-9001,"현금결제,카드결제,화장실","유료,Fee: 50,000 won","미요캔들은 감각적인 캔들 공예를 체험할 수 있는 아늑한 공간입니다. 다양한 향기와 디자인의 캔들을 직접 만들어보며, 제주도의 특별한 추억을 남기실 수 있습니다. 초보자도 쉽게 따라할 수 있는 친절한 강사의 안내와 함께, 자신만의 독특한 캔들을 완성해 보세요. 휴식과 힐링을 동시에 즐길 수 있는 이곳에서 특별한 시간을 가져보시길 추천드립니다. 매장 내부는 따뜻한 분위기로 꾸며져 있어, 방문객 모두가 편안하게 머물 수 있습니다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201809/11/4df9790d-1b16-40bf-87bd-4ec4894d3920.jpg
CNTS_000000000021534,민오름,제주특별자치도 제주시 오라2동 산 12,자연관광지,#평온한자연 #마음의안식처 #신비로운경험 #고요한순간 #자연과의교감 #잊을수없는풍경 #자연에녹아들다 #맑은공기 #상쾌한바람 #자연의숨결 #힐링산책 #고즈넉한산책 #자연속휴식 #자연의소리 #청정자연,,,화장실,,민오름은 자연의 아름다움과 평온함을 만끽할 수 있는 특별한 장소입니다. 오름을 오르는 길은 울창한 숲과 어우러져 있어 마치 동화 속을 걷는 듯한 기분을 줍니다. 정상에 오르면 제주의 탁 트인 전경이 한눈에 들어와 마음의 안식을 찾을 수 있습니다. 자연과 하나 되어 산책을 즐기며 일상의 스트레스를 해소해보세요. 계절마다 변하는 풍경은 사색을 즐기는 여행자에게도 큰 매력을 선사합니다. 민오름에서 제주의 자연을 온전히 느껴보시길 권해드립니다.,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/654ebcd8-43d5-48bd-882f-6c57c5a687b2.jpg
